,bathrooms,bedrooms,beds,room_type,accommodates,bed_type,guests_included,minimum_nights,maximum_nights,cancellation_policy,require_guest_phone_verification,require_guest_profile_picture,host_has_profile_pic,host_identity_verified,price,price_per_person,accom_per_bed,baths_per_bed,extra_guest_ratio,price_surge_percent,price_std_percent,cleaning_fee_percent,guest_fee_percent,property_type_Apartment,property_type_House,property_type_Other,neighborhood_Ballard,neighborhood_Beacon Hill,neighborhood_Capitol Hill,neighborhood_Cascade,neighborhood_Central Area,neighborhood_Downtown,neighborhood_Other neighborhoods,neighborhood_Queen Anne,neighborhood_Rainier Valley,neighborhood_University District,neighborhood_West Seattle
3494,1.0,1.0,1.0,2,3,1,1,2,32,2,1,1,1,1,58.0,19.333333333333332,3.0,1.0,0.3333333333333333,6.570647603027746,11.04039656517958,77.58620689655173,43.103448275862064,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3495,1.0,1.0,2.0,2,4,1,2,2,125,1,1,1,1,1,120.0,30.0,2.0,0.5,0.5,0.0,0.0,0.0,4.166666666666666,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3496,1.0,1.0,1.0,1,4,1,4,2,5,0,0,0,1,1,150.0,37.5,4.0,1.0,1.0,-2.8254847645429404,4.508635399666771,20.0,6.666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3497,1.0,1.0,1.0,1,2,1,1,1,365,1,1,0,1,1,55.0,27.5,2.0,1.0,0.5,7.792207792207795,12.33752111226742,0.0,9.090909090909092,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3498,1.0,2.0,2.0,2,4,1,1,7,10,2,0,0,1,0,110.0,27.5,2.0,0.5,0.25,0.0,0.0,86.36363636363636,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3499,1.0,1.0,1.0,1,2,1,2,1,1125,0,0,0,1,1,75.0,37.5,2.0,1.0,1.0,0.0,0.0,0.0,13.333333333333334,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3500,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,75.0,37.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3501,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,53.0,26.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3502,2.0,2.0,2.0,2,4,1,4,2,10,1,0,0,1,1,129.0,32.25,2.0,1.0,1.0,0.0,0.0,69.76744186046511,19.379844961240313,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3503,1.0,1.0,1.0,0,2,0,1,2,1125,0,0,0,1,1,30.0,15.0,2.0,1.0,0.5,0.8717948717948731,3.583718713820045,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3504,1.0,1.0,1.0,1,2,1,1,2,180,2,0,0,1,1,70.0,35.0,2.0,1.0,0.5,0.0,0.0,107.14285714285714,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3505,1.0,1.0,1.0,1,2,1,1,1,1125,1,0,0,1,0,80.0,40.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3506,1.0,1.0,1.0,2,2,1,2,2,90,1,1,1,1,1,125.0,62.5,2.0,1.0,1.0,-3.3865168539325863,6.296293405680781,28.000000000000004,16.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3507,1.0,1.0,1.0,2,4,1,1,2,1125,0,0,0,1,0,95.0,23.75,4.0,1.0,0.25,3.3240997229917024,4.958622325011321,36.84210526315789,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3508,2.5,4.0,4.0,2,8,1,1,2,1125,2,0,0,1,1,285.0,35.625,2.0,0.625,0.125,0.0,0.0,17.543859649122805,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3509,1.0,1.0,1.0,2,2,1,2,3,365,2,0,0,1,1,109.0,54.5,2.0,1.0,1.0,4.587155963302747,7.957950551827378,91.74311926605505,13.761467889908257,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3510,1.0,2.0,3.0,2,4,1,1,1,1125,0,0,0,1,0,275.0,68.75,1.3333333333333333,0.3333333333333333,0.25,0.05050505050505638,0.9582659576267863,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3511,2.5,1.0,2.0,1,4,1,1,5,1125,0,0,0,1,0,190.0,47.5,2.0,1.25,0.25,0.0,0.0,10.526315789473683,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3512,1.0,1.0,1.0,2,2,1,1,1,1125,0,0,0,1,1,80.0,40.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3513,2.0,1.0,1.0,2,2,1,1,1,1125,0,0,0,1,1,200.0,100.0,2.0,2.0,0.5,-0.04111842105263275,0.7169241683455085,50.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3514,1.0,1.0,2.0,2,3,1,2,3,30,1,0,0,1,1,70.0,23.333333333333332,1.5,0.5,0.6666666666666666,-0.7407407407407418,3.7396872557708627,35.714285714285715,21.428571428571427,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3515,1.0,1.0,1.0,2,4,1,2,3,180,2,0,0,1,1,139.0,34.75,4.0,1.0,0.5,4.097061333983665,6.5044621808157705,71.94244604316546,10.79136690647482,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3516,1.0,1.0,1.0,2,2,1,1,2,23,0,0,0,1,1,75.0,37.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3517,1.5,1.0,1.0,2,2,1,2,1,1125,1,0,0,1,1,150.0,75.0,2.0,1.5,1.0,0.0,0.0,20.0,53.333333333333336,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3518,1.5,2.0,2.0,2,5,1,5,3,1125,2,0,0,1,1,215.0,43.0,2.5,0.75,1.0,0.0,0.0,27.906976744186046,11.627906976744185,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3519,1.0,1.0,1.0,1,1,1,1,1,1125,0,0,0,1,1,60.0,60.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3520,1.0,2.0,3.0,2,5,1,4,4,1125,0,0,0,1,1,250.0,50.0,1.6666666666666667,0.3333333333333333,0.8,-3.1399317406143434,7.2883992075779656,0.0,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3521,1.0,1.0,1.0,2,3,1,2,2,20,2,0,0,1,0,150.0,50.0,3.0,1.0,0.6666666666666666,-30.512820512820515,4.529108136578384,40.666666666666664,33.33333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3522,2.0,2.0,2.0,2,5,1,2,2,1125,0,0,0,1,1,139.0,27.8,2.5,1.0,0.4,13.725269784172657,25.531705785223345,53.956834532374096,7.194244604316546,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3523,1.0,2.0,2.0,2,4,1,2,2,1125,1,0,0,1,1,104.0,26.0,2.0,0.5,0.5,0.0,0.0,0.0,19.230769230769234,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3524,2.5,2.0,2.0,2,2,1,1,30,1125,2,0,0,1,1,125.0,62.5,1.0,1.25,0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3525,3.5,1.0,1.0,0,1,1,1,2,14,2,0,0,1,0,33.0,33.0,1.0,3.5,1.0,12.155165096341559,14.443765509044793,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3526,3.5,1.0,1.0,0,1,1,1,2,1125,2,0,0,1,0,27.0,27.0,1.0,3.5,1.0,-1.2061052406873718,2.4885198252690865,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3527,3.5,1.0,1.0,0,1,1,1,2,1125,2,0,0,1,0,29.0,29.0,1.0,3.5,1.0,0.09747776288533405,2.2284448318418537,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3528,1.0,1.0,1.0,0,1,1,1,2,1125,2,0,0,1,0,29.0,29.0,1.0,1.0,1.0,1.2073795035255408,5.2053468324734435,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3529,3.5,1.0,1.0,0,1,1,1,2,1125,2,0,0,1,0,29.0,29.0,1.0,3.5,1.0,-1.90714698516663,4.494488736013171,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3530,1.0,1.0,1.0,0,1,1,1,2,1125,2,0,0,1,0,30.0,30.0,1.0,1.0,1.0,-1.247672253258847,4.159306572942743,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3531,1.5,1.0,1.0,1,2,1,2,2,30,0,0,0,1,0,65.0,32.5,2.0,1.5,1.0,25.88793922127257,20.09758269600486,69.23076923076923,30.76923076923077,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3532,5.0,1.0,1.0,1,2,1,1,2,28,1,0,0,1,1,125.0,62.5,2.0,5.0,0.5,-5.759999999999998,11.535813322474889,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3533,1.0,1.0,1.0,1,2,1,1,2,14,1,0,0,1,1,84.0,42.0,2.0,1.0,0.5,7.691278758694486,12.375769212176287,0.0,11.904761904761903,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3534,1.0,1.0,1.0,1,2,1,2,2,14,1,0,0,1,1,70.0,35.0,2.0,1.0,1.0,0.0,0.0,0.0,57.14285714285714,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3535,3.0,1.0,1.0,1,2,1,1,4,90,0,0,0,1,1,90.0,45.0,2.0,3.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3536,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,100.0,50.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3537,1.0,1.0,1.0,1,2,0,1,1,1125,0,0,0,1,1,40.0,20.0,2.0,1.0,0.5,1.424657534246565,2.2600071004166034,0.0,17.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3538,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,75.0,37.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3539,1.0,1.0,1.0,1,1,0,1,1,1125,0,0,0,1,1,90.0,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3540,1.0,1.0,1.0,1,2,1,1,11,11,0,0,0,1,0,150.0,75.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3541,1.0,1.0,1.0,1,2,1,1,2,28,1,0,0,1,1,155.0,77.5,2.0,1.0,0.5,-10.039770216526744,15.024569382159426,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3542,5.0,1.0,1.0,1,1,1,1,4,1125,1,0,0,1,1,145.0,145.0,1.0,5.0,1.0,-9.75153519130847,15.514162212811891,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3543,1.0,1.0,1.0,1,2,1,1,2,28,1,0,0,1,1,165.0,82.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3544,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,0,125.0,62.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3545,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,1,100.0,50.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3546,1.0,1.0,1.0,1,2,1,2,1,1125,0,0,0,1,1,65.0,32.5,2.0,1.0,1.0,8.597285067873317,13.83191697278437,53.84615384615385,38.46153846153847,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3547,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,0,146.0,73.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3548,1.0,1.0,1.0,2,2,1,1,1,180,2,0,0,1,1,125.0,62.5,2.0,1.0,0.5,0.0,0.0,57.599999999999994,8.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3549,1.0,0.0,2.0,2,3,1,0,2,1125,0,0,0,1,1,85.0,28.333333333333332,1.5,0.5,0.0,3.095975232198156,5.250098235178992,8.235294117647058,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3550,1.0,0.0,1.0,2,2,1,1,2,1125,0,0,0,1,0,140.0,70.0,2.0,1.0,0.5,-5.803571428571431,9.515061833032048,28.57142857142857,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3551,1.0,1.0,1.0,2,2,1,2,3,1125,2,0,0,1,1,120.0,60.0,2.0,1.0,1.0,1.9591611479028659,4.250484387631681,50.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3552,1.0,1.0,1.0,2,2,1,2,2,1125,0,0,0,1,1,100.0,50.0,2.0,1.0,1.0,0.0,0.0,25.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3553,1.0,1.0,1.0,2,2,1,1,2,30,1,0,0,1,1,45.0,22.5,2.0,1.0,0.5,19.15954415954415,30.036052091559284,115.55555555555554,15.555555555555555,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3554,2.0,2.0,2.0,2,4,1,2,1,1125,2,0,0,1,1,300.0,75.0,2.0,1.0,0.5,3.655913978494607,5.9966498667620485,16.666666666666664,3.3333333333333335,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3555,1.0,1.0,1.0,2,2,1,1,2,29,2,1,0,1,1,150.0,75.0,2.0,1.0,0.5,-2.016460905349793,5.803312396386469,33.33333333333333,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3556,1.0,0.0,1.0,2,2,1,2,2,31,1,0,0,1,1,99.0,49.5,2.0,1.0,1.0,0.0,0.0,0.0,50.505050505050505,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3557,1.0,2.0,2.0,2,4,1,2,2,1125,0,0,0,1,0,139.0,34.75,2.0,0.5,0.5,27.741709071766984,18.678568486653013,57.55395683453237,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3558,1.0,1.0,1.0,2,2,1,2,2,1125,2,0,0,1,1,100.0,50.0,2.0,1.0,1.0,106.34188034188034,79.38249131099329,20.0,30.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3559,1.0,1.0,2.0,2,4,1,1,2,11,1,0,0,1,1,180.0,45.0,2.0,0.5,0.25,-5.847953216374258,15.225332775560204,41.66666666666667,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3560,1.0,1.0,1.0,0,1,1,1,2,1125,2,0,0,1,0,30.0,30.0,1.0,1.0,1.0,0.49102927289896847,4.417952726363835,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3561,2.5,3.0,3.0,2,6,1,1,4,1125,0,0,0,1,0,399.0,66.5,2.0,0.8333333333333334,0.16666666666666666,0.0,0.0,37.59398496240601,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3562,1.5,2.0,2.0,2,4,1,1,3,14,2,0,0,1,1,300.0,75.0,2.0,0.75,0.25,23.684210526315773,49.78837606473115,33.33333333333333,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3563,1.0,1.0,1.0,1,2,1,1,2,1125,1,0,0,1,1,51.0,25.5,2.0,1.0,0.5,0.0,0.0,0.0,19.607843137254903,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3564,1.0,1.0,1.0,2,2,1,1,2,1125,1,0,0,1,1,70.0,35.0,2.0,1.0,0.5,190.25831702544033,109.02039045854448,35.714285714285715,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3565,1.0,0.0,1.0,2,2,1,1,1,1125,2,0,0,1,1,104.0,52.0,2.0,1.0,0.5,0.03434065934067032,2.5094851779334326,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3566,3.0,1.0,1.0,1,1,1,1,1,1125,0,0,0,1,1,80.0,80.0,1.0,3.0,1.0,0.0,0.0,31.25,31.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3567,1.0,1.0,1.0,1,1,0,1,1,1125,0,0,0,1,0,50.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3568,1.0,1.0,2.0,2,4,1,2,2,1125,2,0,0,1,1,150.0,37.5,2.0,0.5,0.5,0.0,0.0,53.333333333333336,16.666666666666664,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3569,1.0,1.0,2.0,2,4,1,2,2,365,1,0,0,1,1,125.0,31.25,2.0,0.5,0.5,5.626740947075204,9.005582267383023,40.0,20.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3570,1.0,1.0,1.0,2,2,1,1,2,1125,1,0,0,1,1,200.0,100.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3571,1.0,2.0,2.0,2,4,1,1,1,1125,0,0,0,1,1,200.0,50.0,2.0,0.5,0.25,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3572,1.0,2.0,2.0,2,4,1,2,14,180,1,0,0,1,1,115.0,28.75,2.0,0.5,0.5,1.2787723785166127,5.058663739886709,78.26086956521739,17.391304347826086,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3573,1.0,0.0,1.0,2,2,1,1,2,1125,1,0,0,1,1,85.0,42.5,2.0,1.0,0.5,20.93837535014007,34.303985272484674,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3574,1.0,1.0,1.0,2,2,1,2,1,1125,2,0,0,1,1,120.0,60.0,2.0,1.0,1.0,0.11415525114155667,1.063776960982578,8.333333333333332,8.333333333333332,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3575,1.5,3.0,3.0,2,6,1,1,1,1125,2,0,0,1,1,400.0,66.66666666666667,2.0,0.5,0.16666666666666666,0.0,0.0,18.75,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3576,2.0,1.0,1.0,1,1,1,1,1,1125,0,0,0,1,1,95.0,95.0,1.0,2.0,1.0,0.0,0.0,26.31578947368421,21.052631578947366,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3577,3.5,6.0,9.0,2,14,1,8,5,1125,2,0,0,1,1,450.0,38.92857142857143,1.5555555555555556,0.3888888888888889,0.5714285714285714,0.0,0.0,27.522935779816514,9.174311926605505,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3578,2.0,2.0,2.0,2,4,1,1,2,5,2,0,0,1,1,250.0,62.5,2.0,1.0,0.25,0.0,0.0,32.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3579,1.0,1.0,1.0,2,2,1,1,1,1125,0,0,0,1,1,150.0,75.0,2.0,1.0,0.5,0.0,0.0,33.33333333333333,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3580,1.0,1.0,1.0,0,2,0,1,1,1125,0,0,0,1,1,22.0,11.0,2.0,1.0,0.5,-3.7433155080213942,4.541401531233117,0.0,22.727272727272727,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3581,1.0,0.0,1.0,2,4,1,2,2,30,2,1,1,1,1,120.0,30.0,4.0,1.0,0.5,11.091753774680612,9.186432479891996,0.0,16.666666666666664,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3582,2.0,2.0,2.0,2,5,1,4,2,180,2,0,0,1,0,140.0,28.0,2.5,1.0,0.8,48.18722943722944,23.454304912663858,72.14285714285714,28.57142857142857,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3583,1.0,2.0,2.0,2,5,1,1,3,1125,2,0,0,1,1,125.0,25.0,2.5,0.5,0.2,0.0,0.0,40.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3584,2.5,2.0,2.0,2,4,1,2,2,30,2,0,0,1,1,126.0,31.5,2.0,1.25,0.5,-1.6699282452707132,5.846645602409052,83.33333333333334,39.682539682539684,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3585,1.0,1.0,1.0,1,1,1,1,1,1125,0,0,0,1,1,150.0,150.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3586,1.0,1.0,2.0,2,4,1,1,2,1125,1,0,0,1,1,129.0,32.25,2.0,0.5,0.25,20.96633747477965,20.982391721986787,46.51162790697674,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3587,1.0,0.0,1.0,2,2,1,1,2,7,1,0,0,1,1,125.0,62.5,2.0,1.0,0.5,-5.5132530120481915,9.20817516991501,20.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3588,2.0,2.0,3.0,2,6,1,4,2,1125,2,0,0,1,1,250.0,41.666666666666664,2.0,0.6666666666666666,0.6666666666666666,0.0,0.0,38.0,10.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3589,1.0,2.0,4.0,2,6,1,1,5,180,2,0,0,1,1,220.0,36.666666666666664,1.5,0.25,0.16666666666666666,-0.4053271569195105,1.8792950386936826,45.45454545454545,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3590,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,0,162.0,81.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3591,1.0,1.0,1.0,1,3,1,1,6,1125,0,0,0,1,1,52.0,17.333333333333332,3.0,1.0,0.3333333333333333,0.0,0.0,67.3076923076923,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3592,1.0,3.0,3.0,2,6,1,4,3,365,2,0,0,1,1,165.0,27.5,2.0,0.3333333333333333,0.6666666666666666,177.7908859588249,122.00939461730096,39.39393939393939,24.242424242424242,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3593,1.0,0.0,1.0,2,2,1,2,2,21,0,0,0,1,1,88.0,44.0,2.0,1.0,1.0,4.819399350649345,7.687530797193151,34.090909090909086,22.727272727272727,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3594,1.0,1.0,1.0,0,2,0,1,1,1125,0,0,0,1,0,100.0,50.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3595,4.5,5.0,5.0,2,9,1,1,4,30,1,0,0,1,0,450.0,50.0,1.8,0.9,0.1111111111111111,-2.008032128514059,7.9793051948092,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3596,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,0,152.0,76.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3597,3.0,1.0,1.0,1,1,1,1,2,28,1,0,0,1,1,105.0,105.0,1.0,3.0,1.0,-27.969924812030065,9.638965867447295,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3598,2.0,3.0,5.0,2,8,1,6,6,32,2,0,0,1,1,295.0,36.875,1.6,0.4,0.75,2.6919242273180544,4.5540109374904985,32.20338983050847,8.47457627118644,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3599,1.0,1.0,1.0,2,2,1,1,1,1125,0,0,0,1,1,100.0,50.0,2.0,1.0,0.5,7.1629213483146215,11.319253267785616,25.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3600,1.0,1.0,1.0,1,2,1,1,1,365,1,0,0,1,0,65.0,32.5,2.0,1.0,0.5,4.332449160035368,6.929714242424431,23.076923076923077,29.230769230769234,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3601,3.0,3.0,5.0,2,7,1,4,1,30,2,0,0,1,1,158.0,22.571428571428573,1.4,0.6,0.5714285714285714,64.10892165818436,27.110692661441586,89.87341772151899,15.822784810126583,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3602,1.0,1.0,1.0,1,2,1,1,1,1125,0,0,0,1,0,138.0,69.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3603,1.0,2.0,2.0,2,5,1,2,3,1125,1,0,0,1,1,125.0,25.0,2.5,0.5,0.4,4.7910780669145,7.27308947764655,52.0,20.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3604,1.0,2.0,2.0,2,4,1,1,1,7,0,0,0,1,1,125.0,31.25,2.0,0.5,0.25,5.813953488372081,9.13495114498926,56.00000000000001,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3605,1.0,1.0,1.0,1,2,1,1,2,4,1,0,0,1,1,80.0,40.0,2.0,1.0,0.5,-12.565789473684209,8.532268679509905,25.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3606,1.0,1.0,2.0,0,3,1,1,1,1125,0,0,0,1,0,100.0,33.333333333333336,1.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3607,3.5,1.0,1.0,0,1,1,1,2,1125,2,0,0,1,0,31.0,31.0,1.0,3.5,1.0,-0.10080645161290036,4.00355096880831,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3608,1.0,1.0,1.0,2,4,1,2,1,14,2,0,0,1,1,115.0,28.75,4.0,1.0,0.5,15.87689301416708,25.47468772051438,8.695652173913043,21.73913043478261,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3609,1.0,1.0,1.0,1,1,1,1,2,1125,0,0,0,1,1,50.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3610,3.5,1.0,1.0,0,1,1,1,2,14,2,0,0,1,0,29.0,29.0,1.0,3.5,1.0,-1.9444444444444486,4.030768077082294,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3611,3.5,1.0,1.0,0,1,1,1,2,1125,2,0,0,1,0,29.0,29.0,1.0,3.5,1.0,2.2052927024859725,4.909551082137399,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3612,2.5,2.0,2.0,2,4,1,1,1,1125,2,0,0,1,1,120.0,30.0,2.0,1.25,0.25,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3613,1.0,1.0,1.0,2,2,1,1,2,14,0,0,0,1,1,135.0,67.5,2.0,1.0,0.5,0.0,0.0,48.148148148148145,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3614,1.5,2.0,3.0,2,4,1,2,7,30,2,1,1,1,0,125.0,31.25,1.3333333333333333,0.5,0.5,0.0,0.0,100.0,16.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3615,2.0,1.0,1.0,1,2,1,1,2,1125,0,0,0,1,1,80.0,40.0,2.0,2.0,0.5,0.0,0.0,31.25,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3616,1.0,1.0,1.0,2,3,1,1,2,1125,2,0,0,1,1,125.0,41.666666666666664,3.0,1.0,0.3333333333333333,-9.18181818181819,3.7472225773787033,56.00000000000001,28.000000000000004,1,0,0,0,0,1,0,0,0,0,0,0,0,0
